WORKBOOK_NAME,PROJECT_NAME,DASHBOARD_NAME,DASHBOARD_PATH,DATASOURCE_NAME,TABLE_NAME
Global Renewal Dashboard,For QA,Global Renewal Dashboard,GlobalRenewalDashboard/GlobalRenewalDashboard,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Template - Renewal Forecast  Extract,RevOps,Global Renewal Dashboard,Template-RenewalForecastExtract/GlobalRenewalDashboard,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Template - Renewal Forecast  Extract,RevOps,Global Renewal Dashboard,Template-RenewalForecastExtract/GlobalRenewalDashboard,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Global Renewal Dashboard,Reports - (Not in testing),Global Renewal Dashboard,UAT-GlobalRenewalDashboard/GlobalRenewalDashboard,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Global Renewal Dashboard,Reports - (Not in testing),Global Renewal Dashboard,UAT-GlobalRenewalDashboard/GlobalRenewalDashboard,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Global Renewal Dashboard-test,For QA,Global Renewal Dashboard,UAT-GlobalRenewalDashboard-test/GlobalRenewalDashboard,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Global Renewal Dashboard-test,For QA,Global Renewal Dashboard,UAT-GlobalRenewalDashboard-test/GlobalRenewalDashboard,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
Global Renewal Dashboard - Details,Sales RevOps,Global Renewal Dashboard - Details,GlobalRenewalDashboard-Details_16977609593660/GlobalRenewalDashboard-Details,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Global Renewal Dashboard - Details,Sales Detail Reports,Global Renewal Dashboard - Details,GlobalRenewalDashboard-Details/GlobalRenewalDashboard-Details,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
Global Renewal Dashboard - Details,Sales RevOps,Global Renewal Dashboard - Details,GlobalRenewalDashboard-Details_16977609593660/GlobalRenewalDashboard-Details,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
Global Renewal Dashboard - Details,Sales Detail Reports,Global Renewal Dashboard - Details,GlobalRenewalDashboard-Details/GlobalRenewalDashboard-Details,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Global Renewal Dashboard - Details,Sales RevOps,Global Renewal Dashboard - Filters Info,GlobalRenewalDashboard-Details_16977609593660/GlobalRenewalDashboard-FiltersInfo,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
Global Renewal Dashboard - Details,Sales RevOps,Global Renewal Dashboard - Filters Info,GlobalRenewalDashboard-Details_16977609593660/GlobalRenewalDashboard-FiltersInfo,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Incremental Outliers,RevOps,Incremental Outliers Tracker,IncrementalOutliers/IncrementalOutliersTracker,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
GC Test,RevOps,Incremental Summary,GCTest/IncrementalSummary,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
GC Test,RevOps,Incremental Summary,GCTest/IncrementalSummary,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Incremental Forecast v1,RevOps,Incremental Summary,IncrementalForecastv1/IncrementalSummary,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Incremental Forecast v1,RevOps,Incremental Summary,IncrementalForecastv1/IncrementalSummary,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Partnerships Extract for Guy,RevOps,Incremental Summary,,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Partnerships Extract for Guy,RevOps,Incremental Summary,,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Large Deals (100K+) Growth,PipelinePrioritization/LargeDeals100KGrowth,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Large Deals (100K+) Growth,PipelinePrioritization/LargeDeals100KGrowth,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast - Details,Reports - (Not in testing),My Forecast Details - Filters Info,MyIncrementalForecast-Details/MyForecastDetails-FiltersInfo,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast - Details,Reports - (Not in testing),My Forecast Details - Filters Info,MyIncrementalForecast-Details/MyForecastDetails-FiltersInfo,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast - Details,Sales,My Forecast Details - Filters Info,MyIncrementalForecast-Details_17049796926340/MyForecastDetails-FiltersInfo,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast - Details,Sales,My Forecast Details - Filters Info,MyIncrementalForecast-Details_17049796926340/MyForecastDetails-FiltersInfo,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Renewal Dashboard - Details,For QA,My Global Renewal Dashboard - Details,My-GlobalRenewalDashboard-Details/MyGlobalRenewalDashboard-Details,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Renewal Dashboard - Details,For QA,My Global Renewal Dashboard - Details,My-GlobalRenewalDashboard-Details/MyGlobalRenewalDashboard-Details,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Renewal Dashboard - Details,For QA,My Global Renewal Dashboard - Filters Info,My-GlobalRenewalDashboard-Details/MyGlobalRenewalDashboard-FiltersInfo,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Renewal Dashboard - Details,For QA,My Global Renewal Dashboard - Filters Info,My-GlobalRenewalDashboard-Details/MyGlobalRenewalDashboard-FiltersInfo,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast,Reports - (Not in testing),My Incremental Forecast,MyIncrementalForecast_17036669042820/MyIncrementalForecast,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast,For QA,My Incremental Forecast,MyIncrementalForecast/MyIncrementalForecast,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast,For QA,My Incremental Forecast,MyIncrementalForecast/MyIncrementalForecast,UAT - Opportunity - Order Datasource | Project : Sales UAT  - Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast,Reports - (Not in testing),My Incremental Forecast,MyIncrementalForecast_17036669042820/MyIncrementalForecast,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast,Sales Dev,My Incremental Forecast,MyIncrementalForecast_17050503157300/MyIncrementalForecast,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast,Sales,My Incremental Forecast,MyIncrementalForecast_16970129749910/MyIncrementalForecast,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast,Sales,My Incremental Forecast,MyIncrementalForecast_16970129749910/MyIncrementalForecast,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast,Sales Dev,My Incremental Forecast,MyIncrementalForecast_17050503157300/MyIncrementalForecast,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - My Incremental Forecast,Archive,My Incremental Forecast,MyIncrementalForecast-Test/MyIncrementalForecast,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - My Incremental Forecast,Archive,My Incremental Forecast,MyIncrementalForecast-Test/MyIncrementalForecast,UAT - Opportunity - Order Datasource | Project : Sales UAT  - Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - My Incremental Forecast,Reports - (Not in testing),My Incremental Forecast,UAT-MyIncrementalForecast/MyIncrementalForecast,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - My Incremental Forecast,Reports - (Not in testing),My Incremental Forecast,UAT-MyIncrementalForecast/MyIncrementalForecast,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast (Overlay),Reports - (Not in testing),My Incremental Forecast (Overlay),MyIncrementalForecastOverlay_17047322216610/MyIncrementalForecastOverlay,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast (Overlay),Sales,My Incremental Forecast (Overlay),MyIncrementalForecastOverlay/MyIncrementalForecastOverlay,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast (Overlay),Sales,My Incremental Forecast (Overlay),MyIncrementalForecastOverlay_17004752385210/MyIncrementalForecastOverlay,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast (Overlay),Sales,My Incremental Forecast (Overlay),MyIncrementalForecastOverlay/MyIncrementalForecastOverlay,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast (Overlay),Sales,My Incremental Forecast (Overlay),MyIncrementalForecastOverlay_17004752385210/MyIncrementalForecastOverlay,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast (Overlay),Reports - (Not in testing),My Incremental Forecast (Overlay),MyIncrementalForecastOverlay_17047322216610/MyIncrementalForecastOverlay,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - My Incremental Forecast (Overlay),Reports - (Not in testing),My Incremental Forecast (Overlay),MyIncrementalForecastOverlay_17023735143650/MyIncrementalForecastOverlay,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - My Incremental Forecast (Overlay),Reports - (Not in testing),My Incremental Forecast (Overlay),MyIncrementalForecastOverlay_17023735143650/MyIncrementalForecastOverlay,UAT - Opportunity - Order Datasource | Project : Sales UAT  - Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My - Global Incremental Forecast - Details,Sales Dev,My Incremental Forecast Details,My-GlobalIncrementalForecast-Details/MyIncrementalForecastDetails,UAT - Opportunity - Order Datasource | Project : Sales UAT  - Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My - Global Incremental Forecast - Details,Sales Dev,My Incremental Forecast Details,My-GlobalIncrementalForecast-Details/MyIncrementalForecastDetails,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast - Details,Sales,My Incremental Forecast Details,MyIncrementalForecast-Details_17049796926340/MyIncrementalForecastDetails,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast - Details,Sales,My Incremental Forecast Details,MyIncrementalForecast-Details_17049796926340/MyIncrementalForecastDetails,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast - Details,Reports - (Not in testing),My Incremental Forecast Details,MyIncrementalForecast-Details/MyIncrementalForecastDetails,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Incremental Forecast - Details,Reports - (Not in testing),My Incremental Forecast Details,MyIncrementalForecast-Details/MyIncrementalForecastDetails,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My - Global Incremental Forecast - Details,Sales Dev,My Incremental Forecast Details - Filters Info,My-GlobalIncrementalForecast-Details/MyIncrementalForecastDetails-FiltersInfo,UAT - Opportunity - Order Datasource | Project : Sales UAT  - Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My - Global Incremental Forecast - Details,Sales Dev,My Incremental Forecast Details - Filters Info,My-GlobalIncrementalForecast-Details/MyIncrementalForecastDetails-FiltersInfo,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Renewal Dashboard - Details,Reports - (Not in testing),My Renewal Dashboard - Details,MyRenewalDashboard-Details/MyRenewalDashboard-Details,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Renewal Dashboard - Details,Sales,My Renewal Dashboard - Details,MyRenewalDashboard-Details_17049796388620/MyRenewalDashboard-Details,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Renewal Dashboard - Details,Sales,My Renewal Dashboard - Details,MyRenewalDashboard-Details_17049796388620/MyRenewalDashboard-Details,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Renewal Dashboard - Details,Reports - (Not in testing),My Renewal Dashboard - Details,MyRenewalDashboard-Details/MyRenewalDashboard-Details,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Renewal Dashboard - Details,Sales,My Renewal Dashboard - Filters Info,MyRenewalDashboard-Details_17049796388620/MyRenewalDashboard-FiltersInfo,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Renewal Dashboard - Details,Sales,My Renewal Dashboard - Filters Info,MyRenewalDashboard-Details_17049796388620/MyRenewalDashboard-FiltersInfo,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Renewal Dashboard - Details,Reports - (Not in testing),My Renewal Dashboard - Filters Info,MyRenewalDashboard-Details/MyRenewalDashboard-FiltersInfo,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Renewal Dashboard - Details,Reports - (Not in testing),My Renewal Dashboard - Filters Info,MyRenewalDashboard-Details/MyRenewalDashboard-FiltersInfo,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Renewal Rate,For QA,My Renewal Rate,MyRenewalRate/MyRenewalRate,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Renewal Rate,Sales,My Renewal Rate,MyRenewalRate_16970172534960/MyRenewalRate,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Renewal Rate,For QA,My Renewal Rate,MyRenewalRate/MyRenewalRate,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - My Renewal Rate,Sales UAT,My Renewal Rate,UAT-MyRenewalRate_17060854742920/MyRenewalRate,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - My Renewal Rate,Reports - (Not in testing),My Renewal Rate,UAT-MyRenewalRate/MyRenewalRate,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - My Renewal Rate,Sales UAT,My Renewal Rate,UAT-MyRenewalRate_17060854742920/MyRenewalRate,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - My Renewal Rate,Reports - (Not in testing),My Renewal Rate,UAT-MyRenewalRate/MyRenewalRate,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Renewal Rate (Overlay),Sales,My Renewal Rate (Overlay),MyRenewalRateOverlay/MyRenewalRateOverlay,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Renewal Rate (Overlay),Sales,My Renewal Rate (Overlay),MyRenewalRateOverlay_17004752883610/MyRenewalRateOverlay,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Renewal Rate (Overlay),Sales,My Renewal Rate (Overlay),MyRenewalRateOverlay_17004752883610/MyRenewalRateOverlay,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
My Renewal Rate (Overlay),Sales,My Renewal Rate (Overlay),MyRenewalRateOverlay/MyRenewalRateOverlay,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
TLAS Dashboard_22 Sept,Sales Dev,Net Revenue By Type & Stage,TLASDashboard_22Sept/NetRevenueByTypeStage,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
TLAS Dashboard_22 Sept,Sales Dev,Net Revenue By Type & Stage,TLASDashboard_22Sept/NetRevenueByTypeStage,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - TLAS Dashboard,Reports - (Not in testing),Net Revenue By Type & Stage,TLASDashboard_Redesign/NetRevenueByTypeStage,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - TLAS Dashboard,Reports - (Not in testing),Net Revenue By Type & Stage,TLASDashboard_Redesign/NetRevenueByTypeStage,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
Test - UAT - Opportunity Summary,Marketing Dev,Opportunity Summary Closed New,Test-UAT-OpportunitySummary/OpportunitySummaryClosedNew,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
Test - UAT - Opportunity Summary,Marketing Dev,Opportunity Summary Closed New,Test-UAT-OpportunitySummary/OpportunitySummaryClosedNew,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
Test - UAT - Opportunity Summary,Marketing Dev,Opportunity Summary Created/Qualified,Test-UAT-OpportunitySummary/OpportunitySummaryCreatedQualified,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
Test - UAT - Opportunity Summary,Marketing Dev,Opportunity Summary Created/Qualified,Test-UAT-OpportunitySummary/OpportunitySummaryCreatedQualified,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Pre-Qualifying) Monthly #,PipelinePrioritization/PipelineBuildPre-QualifyingMonthly_1,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Pre-Qualifying) Monthly #,PipelinePrioritization/PipelineBuildPre-QualifyingMonthly_1,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Pre-Qualifying) Monthly $,PipelinePrioritization/PipelineBuildPre-QualifyingMonthly,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Pre-Qualifying) Monthly $,PipelinePrioritization/PipelineBuildPre-QualifyingMonthly,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Pre-Qualifying) Weekly #,PipelinePrioritization/PipelineBuildPre-QualifyingWeekly,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Pre-Qualifying) Weekly #,PipelinePrioritization/PipelineBuildPre-QualifyingWeekly,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Pre-Qualifying) Weekly $,PipelinePrioritization/PipelineBuildPre-QualifyingWeekly_1,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Pre-Qualifying) Weekly $,PipelinePrioritization/PipelineBuildPre-QualifyingWeekly_1,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Pre-Qualifying)-Rolling Build,PipelinePrioritization/PipelineBuildPre-Qualifying-RollingBuild,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Pre-Qualifying)-Rolling Build,PipelinePrioritization/PipelineBuildPre-Qualifying-RollingBuild,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Qualified)-Pipeline Hygiene,PipelinePrioritization/PipelineBuildQualified-PipelineHygiene,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Qualified)-Pipeline Hygiene,PipelinePrioritization/PipelineBuildQualified-PipelineHygiene,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Qualified)-Rolling Build,PipelinePrioritization/PipelineBuildQualified-RollingBuild,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Qualified)-Rolling Build,PipelinePrioritization/PipelineBuildQualified-RollingBuild,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Qualifying) Monthly #,PipelinePrioritization/PipelineBuildQualifyingMonthly_1,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Qualifying) Monthly #,PipelinePrioritization/PipelineBuildQualifyingMonthly_1,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Qualifying) Monthly $,PipelinePrioritization/PipelineBuildQualifyingMonthly,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Qualifying) Monthly $,PipelinePrioritization/PipelineBuildQualifyingMonthly,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Qualifying) Weekly #,PipelinePrioritization/PipelineBuildQualifyingWeekly_1,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Qualifying) Weekly #,PipelinePrioritization/PipelineBuildQualifyingWeekly_1,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Qualifying) Weekly $,PipelinePrioritization/PipelineBuildQualifyingWeekly,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Qualifying) Weekly $,PipelinePrioritization/PipelineBuildQualifyingWeekly,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Suspect) Monthly #,PipelinePrioritization/PipelineBuildSuspectMonthly_1,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Suspect) Monthly #,PipelinePrioritization/PipelineBuildSuspectMonthly_1,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Suspect) Monthly $,PipelinePrioritization/PipelineBuildSuspectMonthly,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Suspect) Monthly $,PipelinePrioritization/PipelineBuildSuspectMonthly,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Suspect) Weekly #,PipelinePrioritization/PipelineBuildSuspectWeekly,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Suspect) Weekly #,PipelinePrioritization/PipelineBuildSuspectWeekly,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Suspect) Weekly $,PipelinePrioritization/PipelineBuildSuspectWeekly_1,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Suspect) Weekly $,PipelinePrioritization/PipelineBuildSuspectWeekly_1,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Suspect)-Rolling Build,PipelinePrioritization/PipelineBuildSuspect-RollingBuild,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Pipeline Build (Suspect)-Rolling Build,PipelinePrioritization/PipelineBuildSuspect-RollingBuild,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - Global Pre-Qualified Pipeline Progression,Marketing - Global,Pipeline Management - Global Pre-Qualified Pipeline Progression,PipelineManagement-GlobalPre-QualifiedPipelineProgression_16976447592650/PipelineManagement-GlobalPre-QualifiedPipelineProgression,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - Global Pre-Qualified Pipeline Progression,Marketing - Global,Pipeline Management - Global Pre-Qualified Pipeline Progression,PipelineManagement-GlobalPre-QualifiedPipelineProgression_16976447592650/PipelineManagement-GlobalPre-QualifiedPipelineProgression,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Pipeline Management - Global Pre-Qualified Pipeline Progression,Reports (Not in Testing),Pipeline Management - Global Pre-Qualified Pipeline Progression,UAT-PipelineManagement-GlobalPre-QualifiedPipelineProgression/PipelineManagement-GlobalPre-QualifiedPipelineProgression,UAT - Opportunity - Order Datasource | Project : Sales UAT  - Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Pipeline Management - Global Pre-Qualified Pipeline Progression,Reports (Not in Testing),Pipeline Management - Global Pre-Qualified Pipeline Progression,UAT-PipelineManagement-GlobalPre-QualifiedPipelineProgression/PipelineManagement-GlobalPre-QualifiedPipelineProgression,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
Personal Edit  - Global Qualified Pipeline Progression,Personal Space,Pipeline Management - Global Qualified Pipeline Progression,PersonalEdit-GlobalQualifiedPipelineProgression/PipelineManagement-GlobalQualifiedPipelineProgression,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Personal Edit  - Global Qualified Pipeline Progression,Personal Space,Pipeline Management - Global Qualified Pipeline Progression,PersonalEdit-GlobalQualifiedPipelineProgression/PipelineManagement-GlobalQualifiedPipelineProgression,Opportunity - Order Data Source | Project : - Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
